"رمضان","269.0","28.0","297.0","146.0","151.0","297.0","24.0","95.0","79.0","54.0","45.0","297.0","146.0","151.0","297.0"
"شوال","280.0","28.0","308.0","127.0","181.0","308.0","19.0","159.0","72.0","35.0","23.0","308.0","173.0","135.0","308.0"
"ذى القعدة","260.0","43.0","303.0","144.0","159.0","303.0","37.0","77.0","85.0","65.0","39.0","303.0","175.0","128.0","303.0"
"ذى الحجة","243.0","39.0","282.0","148.0","134.0","282.0","31.0","98.0","79.0","50.0","24.0","282.0","148.0","134.0","282.0"
"المجموع","3142.0","573.0","3715.0","1849.0","1866.0","3715.0","445.0","1188.0","902.0","656.0","524.0","3715.0","1884.0","1831.0","3715.0"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"الطائف","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","346.0","91.0","437.0","176.0","261.0","437.0","65.0","166.0","136.0","45.0","25.0","437.0","273.0","164.0","437.0"
"صفر","331.0","104.0","435.0","166.0","269.0","435.0","45.0","88.0","210.0","55.0","37.0","435.0","318.0","117.0","435.0"
"ربيع أول","311.0","128.0","439.0","129.0","310.0","439.0","36.0","85.0","229.0","45.0","44.0","439.0","348.0","91.0","439.0"
"ربيع ثانى","395.0","82.0","477.0","210.0","267.0","477.0","60.0","123.0","153.0","109.0","32.0","477.0","331.0","146.0","477.0"
"جمادى أول","421.0","95.0","516.0","231.0","285.0","516.0","85.0","92.0","163.0","112.0","64.0","516.0","352.0","164.0","516.0"
"جمادى ثانى","450.0","83.0","533.0","254.0","279.0","533.0","116.0","125.0","160.0","112.0","20.0","533.0","386.0","147.0","533.0"
"رجب","489.0","86.0","575.0","186.0","389.0","575.0","69.0","136.0","175.0","134.0","61.0","575.0","422.0","153.0","575.0"
"شعبان","344.0","46.0","390.0","112.0","278.0","390.0","66.0","123.0","94.0","71.0","36.0","390.0","249.0","141.0","390.0"
"رمضان","493.0","123.0","616.0","244.0","372.0","616.0","75.0","148.0","177.0","151.0","65.0","616.0","278.0","338.0","616.0"
"شوال","310.0","61.0","371.0","298.0","73.0","371.0","35.0","99.0","185.0","40.0","12.0","371.0","258.0","113.0","371.0"
"ذى القعدة","327.0","67.0","394.0","180.0","214.0","394.0","36.0","91.0","122.0","84.0","61.0","394.0","258.0","136.0","394.0"
"ذى الحجة","290.0","81.0","371.0","153.0","218.0","371.0","31.0","121.0","142.0","47.0","30.0","371.0","262.0","109.0","371.0"
"المجموع","4507.0","1047.0","5554.0","2339.0","3215.0","5554.0","719.0","1397.0","1946.0","1005.0","487.0","5554.0","3735.0","1819.0","5554.0"
"العاصمه","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","213.0","24.0","237.0","147.0","90.0","237.0","29.0","55.0","89.0","42.0","22.0","237.0","152.0","85.0","237.0"
"صفر","237.0","58.0","295.0","213.0","82.0","295.0","35.0","100.0","83.0","49.0","28.0","295.0","200.0","95.0","295.0"
"ربيع أول","212.0","44.0","256.0","112.0","144.0","256.0","33.0","57.0","90.0","52.0","24.0","256.0","167.0","89.0","256.0"
"ربيع ثانى","256.0","58.0","314.0","120.0","194.0","314.0","41.0","102.0","98.0","48.0","25.0","314.0","203.0","111.0","314.0"
"جمادى أول","172.0","19.0","191.0","67.0","124.0","191.0","24.0","51.0","56.0","38.0","22.0","191.0","107.0","84.0","191.0"
"جمادى ثانى","169.0","74.0","243.0","91.0","152.0","243.0","27.0","51.0","47.0","44.0","74.0","243.0","143.0","100.0","243.0"
"رجب","183.0","55.0","238.0","102.0","136.0","238.0","21.0","62.0","78.0","41.0","36.0","238.0","147.0","91.0","238.0"
"شعبان","207.0","35.0","242.0","101.0","141.0","242.0","30.0","70.0","67.0","49.0","26.0","242.0","151.0","91.0","242.0"
"رمضان","284.0","67.0","351.0","129.0","222.0","351.0","41.0","64.0","83.0","69.0","94.0","351.0","217.0","134.0","351.0"
"شوال","228.0","63.0","291.0","131.0","160.0","291.0","43.0","106.0","80.0","48.0","14.0","291.0","171.0","120.0","291.0"
"ذى القعدة","171.0","23.0","194.0","88.0","106.0","194.0","29.0","62.0","45.0","38.0","20.0","194.0","105.0","89.0","194.0"
"ذى الحجة","219.0","43.0","262.0","114.0","148.0","262.0","27.0","59.0","80.0","64.0","32.0","262.0","132.0","130.0","262.0"
"المجموع","2551.0","563.0","3114.0","1415.0","1699.0","3114.0","380.0","839.0","896.0","582.0","417.0","3114.0","1895.0","1219.0","3114.0"
"القريات","","عــد د الأشخاص المصابين حسب الجنس","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","28.0","1.0","29.0","15.0","14.0","29.0","6.0","13.0","6.0","2.0","2.0","29.0","22.0","7.0","29.0"
"صفر","39.0","15.0","54.0","27.0","27.0","54.0","13.0","17.0","11.0","6.0","7.0","54.0","39.0","15.0","54.0"
"ربيع أول","22.0","3.0","25.0","10.0","15.0","25.0","2.0","15.0","6.0","2.0","0.0","25.0","19.0","6.0","25.0"
"ربيع ثانى","15.0","1.0","16.0","10.0","6.0","16.0","3.0","8.0","3.0","1.0","1.0","16.0","14.0","2.0","16.0"
"جمادى أول","18.0","3.0","21.0","2.0","19.0","21.0","3.0","10.0","6.0","1.0","1.0","21.0","14.0","7.0","21.0"
"جمادى ثانى","20.0","0.0","20.0","6.0","14.0","20.0","2.0","10.0","2.0","6.0","0.0","20.0","14.0","6.0","20.0"
"رجب","38.0","5.0","43.0","32.0","11.0","43.0","9.0","15.0","13.0","2.0","4.0","43.0","32.0","11.0","43.0"
"شعبان","28.0","12.0","40.0","12.0","28.0","40.0","15.0","14.0","7.0","3.0","1.0","40.0","26.0","14.0","40.0"
"رمضان","30.0","3.0","33.0","13.0","20.0","33.0","5.0","13.0","7.0","6.0","2.0","33.0","15.0","18.0","33.0"
"شوال","19.0","2.0","21.0","14.0","7.0","21.0","4.0","8.0","5.0","3.0","1.0","21.0","14.0","7.0","21.0"
"ذى القعدة","13.0","0.0","13.0","7.0","6.0","13.0","2.0","8.0","1.0","2.0","0.0","13.0","10.0","3.0","13.0"
"ذى الحجة","30.0","1.0","31.0","22.0","9.0","31.0","9.0","16.0","4.0","2.0","0.0","31.0","28.0","3.0","31.0"
"المجموع","300.0","46.0","346.0","170.0","176.0","346.0","73.0","147.0","71.0","36.0","19.0","346.0","247.0","99.0","346.0"
"الإجمالي","","عــد د الأشخاص المصابين حسب الجنس","","","","","الإجمالي- عـــد د الأشخاص المصابين حسب العمر","","","","","","الإجمالي- عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","2595.0","597.0","3192.0","1554.0","1638.0","3192.0","405.0","1009.0","925.0","535.0","318.0","3192.0","2026.0","1166.0","3192.0"
"صفر","2850.0","650.0","3500.0","1826.0","1674.0","3500.0","446.0","1076.0","1036.0","562.0","380.0","3500.0","2229.0","1271.0","3500.0"
"ربيع أول","2603.0","658.0","3261.0","1548.0","1713.0","3261.0","455.0","1009.0","953.0","497.0","347.0","3261.0","2170.0","1091.0","3261.0"
"ربيع ثانى","2723.0","540.0","3263.0","1460.0","1803.0","3263.0","441.0","993.0","887.0","592.0","350.0","3263.0","2069.0","1194.0","3263.0"
"جمادى أول","2668.0","454.0","3122.0","1461.0","1661.0","3122.0","446.0","938.0","855.0","533.0","350.0","3122.0","1958.0","1164.0","3122.0"
"جمادى ثانى","2622.0","515.0","3137.0","1445.0","1692.0","3137.0","549.0","905.0","796.0","563.0","324.0","3137.0","1999.0","1138.0","3137.0"
"رجب","2703.0","481.0","3184.0","1482.0","1702.0","3184.0","415.0","1010.0","909.0","535.0","315.0","3184.0","1989.0","1195.0","3184.0"
"شعبان","2726.0","457.0","3183.0","1365.0","1818.0","3183.0","426.0","1051.0","855.0","543.0","308.0","3183.0","1926.0","1257.0","3183.0"
"رمضان","2762.0","627.0","3389.0","1360.0","2029.0","3389.0","489.0","900.0","889.0","599.0","512.0","3389.0","1842.0","1547.0","3389.0"
"شوال","2524.0","480.0","3004.0","1467.0","1537.0","3004.0","420.0","976.0","878.0","477.0","253.0","3004.0","1790.0","1214.0","3004.0"
"ذى القعدة","2368.0","488.0","2856.0","1279.0","1577.0","2856.0","408.0","877.0","753.0","514.0","304.0","2856.0","1759.0","1097.0","2856.0"
"ذى الحجة","2555.0","474.0","3029.0","1371.0","1658.0","3029.0","403.0","983.0","932.0","472.0","239.0","3029.0","1823.0","1206.0","3029.0"
"المجموع","31699.0","6421.0","38120.0","17618.0","20502.0","38120.0","5303.0","11727.0","10668.0","6422.0","4000.0","38120.0","23580.0","14540.0","38120.0"
