"حائل- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عـدد الأشخاص المصابين حـسب الجنسيه","",""
"الشهر","ذكــور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","44.0","4.0","48.0","26.0","22.0","48.0","1.0","18.0","13.0","11.0","5.0","48.0","43.0","5.0","48.0"
"صفر","55.0","5.0","60.0","34.0","26.0","60.0","2.0","23.0","20.0","10.0","5.0","60.0","54.0","6.0","60.0"
"ربيع أول","63.0","8.0","71.0","26.0","45.0","71.0","5.0","25.0","21.0","12.0","8.0","71.0","62.0","9.0","71.0"
"ربيع ثانى","65.0","6.0","71.0","34.0","37.0","71.0","3.0","25.0","20.0","18.0","5.0","71.0","59.0","12.0","71.0"
"جمادى أول","76.0","6.0","82.0","64.0","18.0","82.0","36.0","12.0","11.0","14.0","9.0","82.0","76.0","6.0","82.0"
"جمادى ثانى","89.0","4.0","93.0","33.0","60.0","93.0","9.0","24.0","38.0","14.0","8.0","93.0","87.0","6.0","93.0"
"رجب","67.0","5.0","72.0","29.0","43.0","72.0","9.0","17.0","37.0","7.0","2.0","72.0","65.0","7.0","72.0"
"شعبان","89.0","4.0","93.0","43.0","50.0","93.0","14.0","35.0","21.0","16.0","7.0","93.0","84.0","9.0","93.0"
"رمضان","47.0","5.0","52.0","33.0","19.0","52.0","8.0","15.0","11.0","14.0","4.0","52.0","42.0","10.0","52.0"
"شوال","48.0","3.0","51.0","28.0","23.0","51.0","9.0","12.0","19.0","9.0","2.0","51.0","46.0","5.0","51.0"
"ذى القعدة","33.0","4.0","37.0","31.0","6.0","37.0","8.0","9.0","5.0","11.0","4.0","37.0","21.0","16.0","37.0"
"ذى الحجة","39.0","4.0","43.0","25.0","18.0","43.0","16.0","9.0","11.0","5.0","2.0","43.0","28.0","15.0","43.0"
"المجموع","715.0","58.0","773.0","406.0","367.0","773.0","120.0","224.0","227.0","141.0","61.0","773.0","667.0","106.0","773.0"
"نجران- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","67.0","3.0","70.0","14.0","56.0","70.0","7.0","27.0","21.0","11.0","4.0","70.0","39.0","31.0","70.0"
"صفر","71.0","1.0","72.0","15.0","57.0","72.0","8.0","28.0","20.0","10.0","6.0","72.0","42.0","30.0","72.0"
"ربيع أول","72.0","6.0","78.0","16.0","62.0","78.0","9.0","27.0","26.0","9.0","7.0","78.0","43.0","35.0","78.0"
"ربيع ثانى","83.0","8.0","91.0","22.0","69.0","91.0","11.0","31.0","28.0","12.0","9.0","91.0","46.0","45.0","91.0"
"جمادى أول","76.0","6.0","82.0","30.0","52.0","82.0","6.0","21.0","27.0","19.0","9.0","82.0","42.0","40.0","82.0"
"جمادى ثانى","55.0","8.0","63.0","24.0","39.0","63.0","4.0","16.0","24.0","16.0","3.0","63.0","39.0","24.0","63.0"
"رجب","49.0","6.0","55.0","15.0","40.0","55.0","3.0","16.0","21.0","14.0","1.0","55.0","36.0","19.0","55.0"
"شعبان","59.0","5.0","64.0","20.0","44.0","64.0","4.0","21.0","22.0","15.0","2.0","64.0","41.0","23.0","64.0"
"رمضان","61.0","9.0","70.0","21.0","49.0","70.0","6.0","21.0","28.0","12.0","3.0","70.0","46.0","24.0","70.0"
"شوال","24.0","7.0","31.0","14.0","17.0","31.0","4.0","7.0","11.0","6.0","3.0","31.0","19.0","12.0","31.0"
"ذى القعدة","39.0","3.0","42.0","14.0","28.0","42.0","8.0","13.0","11.0","7.0","3.0","42.0","28.0","14.0","42.0"
"ذى الحجة","36.0","12.0","48.0","17.0","31.0","48.0","9.0","13.0","12.0","8.0","6.0","48.0","29.0","19.0","48.0"
"المجموع","692.0","74.0","766.0","222.0","544.0","766.0","79.0","241.0","251.0","139.0","56.0","766.0","450.0","316.0","766.0"
"القصيم- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","99.0","8.0","107.0","96.0","11.0","107.0","25.0","39.0","32.0","7.0","4.0","107.0","37.0","70.0","107.0"
"صفر","142.0","7.0","149.0","114.0","35.0","149.0","24.0","63.0","52.0","7.0","3.0","149.0","59.0","90.0","149.0"
"ربيع أول","117.0","12.0","129.0","87.0","42.0","129.0","29.0","28.0","62.0","7.0","3.0","129.0","71.0","58.0","129.0"
"ربيع ثانى","106.0","12.0","118.0","75.0","43.0","118.0","34.0","18.0","22.0","31.0","13.0","118.0","88.0","30.0","118.0"
"جمادى أول","84.0","6.0","90.0","68.0","22.0","90.0","19.0","26.0","34.0","7.0","4.0","90.0","29.0","61.0","90.0"
"جمادى ثانى","98.0","7.0","105.0","62.0","43.0","105.0","14.0","39.0","41.0","9.0","2.0","105.0","55.0","50.0","105.0"
"رجب","95.0","9.0","104.0","82.0","22.0","104.0","14.0","19.0","57.0","9.0","5.0","104.0","22.0","82.0","104.0"
"شعبان","147.0","33.0","180.0","107.0","73.0","180.0","29.0","80.0","32.0","23.0","16.0","180.0","100.0","80.0","180.0"
"رمضان","129.0","8.0","137.0","91.0","46.0","137.0","25.0","64.0","32.0","12.0","4.0","137.0","45.0","92.0","137.0"
"شوال","149.0","6.0","155.0","136.0","19.0","155.0","24.0","33.0","39.0","36.0","23.0","155.0","96.0","59.0","155.0"
"ذى القعدة","58.0","7.0","65.0","49.0","16.0","65.0","8.0","18.0","17.0","15.0","7.0","65.0","49.0","16.0","65.0"
"ذى الحجة","98.0","9.0","107.0","86.0","21.0","107.0","8.0","29.0","35.0","22.0","13.0","107.0","58.0","49.0","107.0"
"المجموع","1322.0","124.0","1446.0","1053.0","393.0","1446.0","253.0","456.0","455.0","185.0","97.0","1446.0","709.0","737.0","1446.0"
"الباحه- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","62.0","17.0","79.0","48.0","31.0","79.0","21.0","33.0","16.0","4.0","5.0","79.0","69.0","10.0","79.0"
"صفر","95.0","5.0","100.0","51.0","49.0","100.0","16.0","52.0","20.0","6.0","6.0","100.0","80.0","20.0","100.0"
"ربيع أول","98.0","10.0","108.0","52.0","56.0","108.0","10.0","46.0","34.0","9.0","9.0","108.0","83.0","25.0","108.0"
"ربيع ثانى","74.0","3.0","77.0","30.0","47.0","77.0","19.0","33.0","12.0","6.0","7.0","77.0","55.0","22.0","77.0"
"جمادى أول","79.0","23.0","102.0","27.0","75.0","102.0","25.0","44.0","19.0","9.0","5.0","102.0","84.0","18.0","102.0"
"جمادى ثانى","64.0","25.0","89.0","52.0","37.0","89.0","13.0","27.0","30.0","10.0","9.0","89.0","62.0","27.0","89.0"
"رجب","49.0","5.0","54.0","20.0","34.0","54.0","6.0","27.0","13.0","6.0","2.0","54.0","46.0","8.0","54.0"
"شعبان","84.0","9.0","93.0","52.0","41.0","93.0","10.0","43.0","26.0","8.0","6.0","93.0","77.0","16.0","93.0"
"رمضان","59.0","12.0","71.0","21.0","50.0","71.0","5.0","29.0","21.0","13.0","3.0","71.0","57.0","14.0","71.0"
"شوال","69.0","5.0","74.0","38.0","36.0","74.0","15.0","32.0","19.0","4.0","4.0","74.0","57.0","17.0","74.0"
"ذى القعدة","63.0","4.0","67.0","29.0","38.0","67.0","9.0","36.0","12.0","4.0","6.0","67.0","56.0","11.0","67.0"
"ذى الحجة","81.0","12.0","93.0","41.0","52.0","93.0","7.0","57.0","17.0","5.0","7.0","93.0","73.0","20.0","93.0"
"المجموع","877.0","130.0","1007.0","461.0","546.0","1007.0","156.0","459.0","239.0","84.0","69.0","1007.0","799.0","208.0","1007.0"
"عسير- عــد د الأشخاص المصابين حسب الجنس","","","","عـدد الأشخاص المصابين حسب المكان","","","عـــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"مــحــر م","150.0","21.0","171.0","6.0","165.0","171.0","47.0","80.0","28.0","8.0","8.0","171.0","143.0","28.0","171.0"
"صــــفـر","136.0","44.0","180.0","14.0","166.0","180.0","43.0","75.0","32.0","17.0","13.0","180.0","126.0","54.0","180.0"
"ربيع أول","153.0","24.0","177.0","15.0","162.0","177.0","23.0","81.0","34.0","21.0","18.0","177.0","133.0","44.0","177.0"
"ربيع ثانى","154.0","30.0","184.0","19.0","165.0","184.0","36.0","78.0","37.0","16.0","17.0","184.0","143.0","41.0","184.0"
"جمادى أول","158.0","28.0","186.0","26.0","160.0","186.0","30.0","78.0","41.0","27.0","10.0","186.0","136.0","50.0","186.0"
"جمادى ثانى","178.0","24.0","202.0","19.0","183.0","202.0","38.0","96.0","39.0","15.0","14.0","202.0","158.0","44.0","202.0"
"ر جـــب","186.0","38.0","224.0","15.0","209.0","224.0","53.0","92.0","37.0","20.0","22.0","224.0","184.0","40.0","224.0"
"شعبان","181.0","33.0","214.0","12.0","202.0","214.0","42.0","80.0","46.0","22.0","24.0","214.0","166.0","48.0","214.0"
"رمضان","193.0","52.0","245.0","25.0","220.0","245.0","59.0","66.0","68.0","32.0","20.0","245.0","202.0","43.0","245.0"
"شوال","188.0","30.0","218.0","17.0","201.0","218.0","44.0","90.0","45.0","24.0","15.0","218.0","179.0","39.0","218.0"
"ذى القعدة","148.0","20.0","168.0","20.0","148.0","168.0","32.0","77.0","25.0","15.0","19.0","168.0","134.0","34.0","168.0"
"ذى الحجة","169.0","30.0","199.0","14.0","185.0","199.0","41.0","89.0","39.0","20.0","10.0","199.0","140.0","59.0","199.0"
"المجموع","1994.0","374.0","2368.0","202.0","2166.0","2368.0","488.0","982.0","471.0","237.0","190.0","2368.0","1844.0","524.0","2368.0"
"جازان- عـدد الأشخاص المصابين حسب الجنس","","","","عـدد الأشخاص المصابين حسب المكان","","","عــد د الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","138.0","23.0","161.0","51.0","110.0","161.0","19.0","41.0","58.0","28.0","15.0","161.0","103.0","58.0","161.0"
"صفر","181.0","29.0","210.0","52.0","158.0","210.0","33.0","72.0","48.0","36.0","21.0","210.0","146.0","64.0","210.0"
"ربيع أول","183.0","32.0","215.0","47.0","168.0","215.0","21.0","51.0","69.0","42.0","32.0","215.0","166.0","49.0","215.0"
"ربيع ثانى","179.0","41.0","220.0","89.0","131.0","220.0","22.0","61.0","86.0","41.0","10.0","220.0","166.0","54.0","220.0"
"جمادى أول","166.0","56.0","222.0","86.0","136.0","222.0","22.0","61.0","86.0","41.0","12.0","222.0","164.0","58.0","222.0"
"جمادى ثانى","145.0","27.0","172.0","72.0","100.0","172.0","17.0","59.0","60.0","28.0","8.0","172.0","117.0","55.0","172.0"
"رجب","89.0","13.0","102.0","31.0","71.0","102.0","9.0","46.0","22.0","18.0","7.0","102.0","78.0","24.0","102.0"
"شعبان","112.0","23.0","135.0","51.0","84.0","135.0","14.0","35.0","23.0","51.0","12.0","135.0","112.0","23.0","135.0"
"رمضان","191.0","24.0","215.0","67.0","148.0","215.0","39.0","61.0","33.0","51.0","31.0","215.0","184.0","31.0","215.0"
"شوال","156.0","22.0","178.0","72.0","106.0","178.0","36.0","69.0","28.0","21.0","24.0","178.0","157.0","21.0","178.0"
"ذى القعدة","167.0","20.0","187.0","63.0","124.0","187.0","27.0","64.0","47.0","31.0","18.0","187.0","129.0","58.0","187.0"
"ذى الحجة","167.0","23.0","190.0","86.0","104.0","190.0","21.0","85.0","46.0","21.0","17.0","190.0","154.0","36.0","190.0"
"المجموع","1874.0","333.0","2207.0","767.0","1440.0","2207.0","280.0","705.0","606.0","409.0","207.0","2207.0","1676.0","531.0","2207.0"
"جده- عدد الأشخاص المصابين حسب الجنس","","","","عدد الأشخاص المصابين حسب المكان","","","عدد الأشخاص المصابين حسب العمر","","","","","","عدد الأشخاص المصابين حسب الجنسيه","",""
"الشهر","ذكور","أناث","المجموع","داخل المدينه","خارج المدينه","المجموع","أقل من 18","من18 إلى 30","من 30 على 40","من40إلى50","من50فأكثر","المجموع","سعودى","غير سعودى","المجموع"
"محرم","225.0","23.0","248.0","150.0","98.0","248.0","21.0","94.0","63.0","41.0","29.0","248.0","152.0","96.0","248.0"
"صفر","221.0","31.0","252.0","169.0","83.0","252.0","18.0","62.0","71.0","58.0","43.0","252.0","131.0","121.0","252.0"
"ربيع أول","237.0","29.0","266.0","167.0","99.0","266.0","21.0","77.0","69.0","61.0","38.0","266.0","137.0","129.0","266.0"
"ربيع ثانى","284.0","28.0","312.0","221.0","91.0","312.0","19.0","96.0","77.0","66.0","54.0","312.0","154.0","158.0","312.0"
"جمادى أول","284.0","29.0","313.0","181.0","132.0","313.0","19.0","97.0","77.0","66.0","54.0","313.0","167.0","146.0","313.0"
"جمادى ثانى","226.0","22.0","248.0","155.0","93.0","248.0","21.0","78.0","64.0","41.0","44.0","248.0","137.0","111.0","248.0"
"رجب","281.0","25.0","306.0","219.0","87.0","306.0","29.0","82.0","75.0","59.0","61.0","306.0","159.0","147.0","306.0"
"شعبان","237.0","17.0","254.0","182.0","72.0","254.0","23.0","71.0","63.0","45.0","52.0","254.0","128.0","126.0","254.0"
